community,ASV_id,LogAbundance_HighControl,LogAbundance_MidControl,LogAbundance_LowControl,weight_warmed_gradient,weight_warmed_experiment,weight_cooled_gradient,weight_cooled_experiment,Genus,Family,Phylum,Class,Order
bacteria and archaea,543,3.87,4.2,3.5,-0.05,0.01,0.11,-0.27,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,326,3.36,3.48,3.29,-0.04,0.03,0.11,-0.2,Acidibacter,Unknown Family,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis
bacteria and archaea,263,2.69,2.95,2.9,-0.03,0.03,0.11,-0.22,NA,Opitutaceae,Verrucomicrobiota,Verrucomicrobiae,Opitutales
bacteria and archaea,678,3.99,3.85,3.88,-0.26,-0.28,0.11,-0.1,Pseudolabrys,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1023,3.92,3.67,3.19,-0.15,0.07,0.11,-0.29,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,438,4.34,4.42,3.61,-0.1,-0.03,0.11,-0.13,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,127,NA,2.71,NA,0.07,0.19,0.11,-0.25,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,614,3.93,3.77,3.34,-0.03,0.03,0.11,-0.17,NA,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,912,4.39,3.75,3.97,-0.2,-0.18,0.11,-0.25,Puia,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,1197,3.85,3.86,3.79,0.1,0.2,0.11,0.12,NA,Blastocatellaceae,Acidobacteria,Blastocatellia,Blastocatellales
bacteria and archaea,402,3.36,3.43,3.23,-0.19,-0.02,0.11,-0.27,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,1122,4.49,4.75,3.9,-0.2,-0.11,0.11,-0.24,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,1570,4.7,4.66,4.54,-0.28,-0.23,0.11,-0.26,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,160,3.57,3.81,3.69,-0.21,-0.16,0.11,-0.35,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,286,3.45,3.9,3.83,-0.04,0.17,0.11,-0.27,NA,NA,Acidobacteria,Holophagae,Subgroup 7
bacteria and archaea,1308,4.14,3.98,4.09,-0.29,-0.2,0.11,-0.34,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,559,3.53,4.26,3.37,-0.07,0.08,0.11,-0.09,Haliangium,Haliangiaceae,Myxococcota,Polyangia,Haliangiales
bacteria and archaea,1099,3.99,4.27,3.96,-0.22,-0.04,0.11,-0.42,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,1115,3.06,3.33,3.14,-0.08,0.02,0.11,-0.22,NA,NA,Acidobacteria,Subgroup 5,NA
bacteria and archaea,992,4.37,3.62,3.87,-0.19,-0.1,0.11,-0.24,NA,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1582,4.32,4.57,4.45,-0.11,0,0.11,-0.21,NA,NA,Chloroflexi,TK10,NA
bacteria and archaea,1463,4.06,4.09,NA,-0.03,0.19,0.11,-0.19,Massilia,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,118,3.14,3.87,3.87,0.06,0.16,0.11,-0.17,Zavarzinella,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,1424,3.76,4.14,3.85,-0.1,-0.08,0.11,0.12,Rhizobacter,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1621,3.52,3.88,3.61,0.01,0.21,0.11,-0.43,NA,NA,Chloroflexi,KD4-96,NA
bacteria and archaea,1208,NA,3.42,NA,0.08,0.24,0.11,-0.14,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,620,4.02,3.95,3.81,-0.09,0.08,0.11,-0.35,Rhodoplanes,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,227,2.73,3.05,2.63,-0.1,0.02,0.1,-0.4,NA,NA,Actinobacteria,MB-A2-108,NA
bacteria and archaea,1539,3.92,3.97,4.42,-0.11,-0.1,0.1,-0.21,Burkholderia-Caballeronia-Paraburkholderia,Burkholderiaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1360,NA,3.15,NA,0.14,0.28,0.1,-0.14,NA,NA,Chloroflexi,TK10,NA
bacteria and archaea,242,3.58,4.08,3.64,-0.42,-0.4,0.1,-0.31,NA,NA,Acidobacteria,Acidobacteriae,Subgroup 2
bacteria and archaea,1489,3.76,3.87,3.78,0.07,0.15,0.1,-0.14,NA,Kineosporiaceae,Actinobacteria,Actinobacteria,Kineosporiales
bacteria and archaea,1470,3.54,3.25,3.28,-0.11,-0.11,0.1,-0.19,NA,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,521,3.61,3.41,3.19,-0.04,-0.01,0.1,0.23,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,289,NA,3.55,NA,0.05,0.3,0.1,-0.19,NA,NA,Acidobacteria,Holophagae,Subgroup 7
bacteria and archaea,1240,4.16,4.09,3.92,-0.18,-0.12,0.1,-0.19,NA,NA,Chloroflexi,AD3,NA
bacteria and archaea,920,3.33,3.46,4.04,0.03,0.24,0.1,-0.19,Segetibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,108,3.33,3.41,3.31,0.09,0.3,0.1,-0.14,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,410,3.15,NA,NA,-0.29,-0.33,0.1,-0.1,Ellin516,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,1189,NA,3.19,2.77,-0.04,0.06,0.1,0.02,Blastocatella,Blastocatellaceae,Acidobacteria,Blastocatellia,Blastocatellales
bacteria and archaea,1544,3.73,2.79,2.67,-0.06,0.02,0.1,-0.33,NA,SC-I-84,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1428,4.93,5.02,4.74,0,0.16,0.1,-0.22,Piscinibacter,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1056,3.92,4.21,3.83,0.13,0.39,0.1,-0.16,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,764,4.45,4.22,3.82,-0.15,-0.11,0.1,-0.14,Rhodanobacter,Rhodanobacteraceae,Proteobacteria,Gammaproteobacteria,Xanthomonadales
bacteria and archaea,1603,3.6,4.01,3.9,-0.16,-0.01,0.1,-0.22,Lapillicoccus,Intrasporangiaceae,Actinobacteria,Actinobacteria,Micrococcales
bacteria and archaea,513,4.32,4.29,3.74,-0.15,-0.14,0.1,-0.07,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,903,NA,3.41,2.89,0.14,0.3,0.1,0.17,Chitinophaga,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,1327,5.07,5.29,5.03,-0.05,0.09,0.1,-0.11,Gaiella,Gaiellaceae,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,405,3.99,3.29,3.64,-0.12,-0.25,0.1,-0.08,NA,NA,NA,NA,NA
bacteria and archaea,1516,3.96,4.03,3.19,-0.32,-0.25,0.1,-0.35,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,780,4.93,5.04,4.84,-0.24,-0.17,0.09,-0.38,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,1264,2.79,3.34,3.22,0.06,0.08,0.09,0.05,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,394,4.04,4.41,4.2,-0.1,-0.02,0.09,-0.22,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,49,3.64,3.65,3.86,-0.22,-0.03,0.09,-0.35,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1088,4.88,4.63,NA,-0.06,0.03,0.09,-0.16,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,1225,3.97,3.51,3.2,-0.23,-0.23,0.09,-0.07,Streptomyces,Streptomycetaceae,Actinobacteria,Actinobacteria,Streptomycetales
bacteria and archaea,382,3.33,3.59,3.46,-0.01,0.1,0.09,-0.07,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,495,3.74,3.58,3.22,-0.25,-0.17,0.09,-0.29,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,808,NA,4.11,NA,0.12,0.27,0.09,0.12,NA,KD3-93,Bacteroidota,Bacteroidia,Sphingobacteriales
bacteria and archaea,340,3.85,4.15,3.67,-0.19,-0.05,0.09,-0.38,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,133,3.51,3.8,3.96,-0.14,-0.06,0.09,-0.33,Singulisphaera,Isosphaeraceae,Planctomycetota,Planctomycetes,Isosphaerales
bacteria and archaea,902,3.7,3.83,1.95,-0.08,-0.01,0.09,-0.08,Chitinophaga,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,159,3.26,3.12,2.62,-0.15,-0.07,0.09,-0.22,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,891,2.83,3.4,NA,-0.22,-0.13,0.09,-0.15,Haliangium,Haliangiaceae,Myxococcota,Polyangia,Haliangiales
bacteria and archaea,1156,2.85,3.16,2.58,-0.07,0.01,0.09,-0.04,Candidatus Solibacter,Solibacteraceae,Acidobacteria,Acidobacteriae,Solibacterales
bacteria and archaea,341,3.64,3.46,3.68,-0.2,-0.23,0.09,-0.27,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,130,3.53,4.03,3.49,-0.09,-0.12,0.09,-0.16,Aquisphaera,Isosphaeraceae,Planctomycetota,Planctomycetes,Isosphaerales
bacteria and archaea,147,NA,3.85,NA,0.03,0.13,0.09,-0.14,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,1436,2.83,2.51,2.7,-0.36,-0.39,0.09,-0.24,Undibacterium,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,350,4.52,4.15,4.15,-0.16,-0.12,0.09,-0.11,NA,NA,Proteobacteria,Gammaproteobacteria,WD260
bacteria and archaea,345,NA,3.29,3.22,0.04,0.13,0.09,-0.1,Candidatus Koribacter,Koribacteraceae,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,132,4.11,NA,3.61,0.09,0.09,0.09,-0.01,NA,Isosphaeraceae,Planctomycetota,Planctomycetes,Isosphaerales
bacteria and archaea,514,3.66,3.76,3.61,-0.14,-0.04,0.09,-0.26,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,66,3.59,3.55,3.13,-0.02,0.12,0.09,-0.07,Pajaroellobacter,Polyangiaceae,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,279,2.87,2.96,2.54,-0.03,0.15,0.09,-0.12,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,906,3.73,3.45,2.77,-0.04,0.01,0.09,-0.06,Sediminibacterium,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,104,4,NA,3.66,-0.14,-0.28,0.09,-0.15,Nitrospira,Nitrospiraceae,Nitrospirota,Nitrospiria,Nitrospirales
bacteria and archaea,672,3.1,3.12,3.42,0.06,0.03,0.09,0.13,NA,Acetobacteraceae,Proteobacteria,Alphaproteobacteria,Acetobacterales
bacteria and archaea,895,3.27,2.75,NA,-0.08,0.04,0.09,-0.11,Cellvibrio,Cellvibrionaceae,Proteobacteria,Gammaproteobacteria,Cellvibrionales
bacteria and archaea,1251,3.96,4.08,4.15,0.05,0.22,0.08,-0.2,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,656,7.06,6.94,6.96,-0.16,-0.08,0.08,-0.26,NA,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,73,4.43,4.2,4.04,-0.11,-0.1,0.08,-0.07,Aetherobacter,Polyangiaceae,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,1337,NA,3.35,NA,-0.03,0.18,0.08,-0.12,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,497,3.95,4.16,4.13,-0.07,0,0.08,-0.03,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,755,3.19,NA,2.48,-0.12,-0.04,0.08,-0.22,Arenimonas,Xanthomonadaceae,Proteobacteria,Gammaproteobacteria,Xanthomonadales
bacteria and archaea,922,3.14,3.37,NA,-0.04,0.04,0.08,-0.21,NA,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,1082,4.23,4.65,4.18,-0.1,0.06,0.08,-0.18,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,149,3.32,3.35,2.7,-0.27,-0.31,0.08,-0.29,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,1236,3.73,3.84,3.84,0.11,0.13,0.08,-0.02,NA,NA,Actinobacteria,Acidimicrobiia,IMCC26256
bacteria and archaea,1341,3.91,4.02,NA,0.02,0.06,0.08,-0.08,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,667,4.01,4.11,3.9,0.12,0.22,0.08,-0.14,NA,Acetobacteraceae,Proteobacteria,Alphaproteobacteria,Acetobacterales
bacteria and archaea,1537,3.54,3.53,3.63,-0.2,-0.16,0.08,-0.32,NA,SC-I-84,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,388,2.93,3.59,3.56,0,-0.01,0.08,-0.03,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,1227,NA,3.62,2.83,-0.07,0.15,0.08,-0.3,Actinomadura,Thermomonosporaceae,Actinobacteria,Actinobacteria,Streptosporangiales
bacteria and archaea,1237,3.54,NA,3.81,-0.16,-0.09,0.08,-0.14,NA,NA,Actinobacteria,Acidimicrobiia,IMCC26256
bacteria and archaea,433,4.95,4.69,4.65,-0.21,-0.16,0.08,-0.26,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,488,4.9,4.9,4.91,0.07,0.17,0.08,-0.18,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1221,NA,4.55,3.81,-0.09,-0.02,0.08,0.01,Streptomyces,Streptomycetaceae,Actinobacteria,Actinobacteria,Streptomycetales
bacteria and archaea,1545,3.98,4.15,3.78,-0.1,0.01,0.08,-0.3,NA,SC-I-84,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1573,3.73,3.89,3.54,-0.17,-0.12,0.08,-0.12,NA,SC-I-84,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1083,5.84,5.46,5.45,-0.12,-0.04,0.08,-0.15,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,1160,3.82,NA,4.19,-0.31,-0.25,0.08,-0.33,Candidatus Solibacter,Solibacteraceae,Acidobacteria,Acidobacteriae,Solibacterales
bacteria and archaea,166,3.65,3.69,3.4,-0.3,-0.27,0.08,-0.23,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,1441,3.91,4.07,3.84,-0.12,0,0.08,-0.16,Variovorax,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,520,NA,NA,NA,0.06,0.07,0.08,-0.2,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,791,3.75,3.77,3.54,0.02,0.02,0.08,-0.26,Granulicella,Acidobacteriaceae (Subgroup 1),Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,1230,3.3,3.45,3.56,-0.04,0.02,0.08,0.21,Actinoallomurus,Thermomonosporaceae,Actinobacteria,Actinobacteria,Streptosporangiales
bacteria and archaea,1442,2.77,3.12,2.65,-0.03,0.03,0.08,0.09,Limnobacter,Burkholderiaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,848,4.69,3.8,4.07,-0.07,-0.11,0.08,-0.15,Hyphomicrobium,Hyphomicrobiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,793,3.7,3.61,3.82,-0.13,-0.1,0.08,-0.27,Granulicella,Acidobacteriaceae (Subgroup 1),Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,998,NA,3.25,2.2,0.14,0.29,0.08,-0.14,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,35,3.64,4.27,3.74,-0.18,-0.14,0.08,-0.2,NA,NA,Cyanobacteria,Cyanobacteriia,Chloroplast
bacteria and archaea,782,4.69,4.38,4.23,-0.19,-0.08,0.07,-0.33,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,1519,4.13,4.05,4.02,-0.06,0.03,0.07,-0.09,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1153,3.82,3.46,3.53,-0.15,-0.09,0.07,-0.23,Bryobacter,Bryobacteraceae,Acidobacteria,Acidobacteriae,Bryobacterales
bacteria and archaea,1141,5.9,5.02,4.8,-0.2,-0.15,0.07,-0.34,NA,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,93,3.19,3.58,3.43,0.02,0.19,0.07,-0.25,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,551,4.99,4.47,3.91,-0.21,-0.16,0.07,-0.14,NA,NA,Acidobacteria,Vicinamibacteria,Subgroup 17
bacteria and archaea,397,2.97,2.67,3.61,-0.36,-0.37,0.07,-0.32,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,554,4.02,4.42,3.95,0.02,0.15,0.07,-0.22,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,237,4.33,NA,NA,-0.31,-0.29,0.07,-0.14,NA,NA,Acidobacteria,Acidobacteriae,Subgroup 2
bacteria and archaea,1548,5.06,4.82,4.8,-0.14,-0.03,0.07,-0.24,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1423,3.41,NA,NA,-0.2,-0.18,0.07,-0.08,Rhizobacter,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,901,3.3,3.24,3.09,-0.02,0.16,0.07,-0.23,Flavisolibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,169,3.81,NA,NA,-0.08,-0.03,0.07,-0.18,NA,NA,Planctomycetota,Planctomycetes,Planctomycetales
bacteria and archaea,1602,2.94,3.45,NA,0.13,0.32,0.07,0.21,NA,Intrasporangiaceae,Actinobacteria,Actinobacteria,Micrococcales
bacteria and archaea,142,1.39,2.71,3.22,0.13,0.24,0.07,-0.07,Gemmata,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,642,3.96,4.16,3.52,-0.07,-0.12,0.07,0.25,Psychroglaciecola,Beijerinckiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,861,3.99,4.33,3.88,0.13,0.25,0.07,0,Chthonomonas,Chthonomonadaceae,Armatimonadota,Chthonomonadetes,Chthonomonadales
bacteria and archaea,1580,2.83,3.64,3.18,-0.21,-0.28,0.07,-0.34,NA,NA,Chloroflexi,TK10,NA
bacteria and archaea,745,3.3,3.84,3.76,0.05,0.06,0.07,-0.07,Methylorosula,Beijerinckiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1062,5.46,5.07,4.8,-0.17,-0.13,0.07,-0.2,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,1382,4.16,3.66,4.02,-0.2,-0.14,0.07,-0.32,HSB OF53-F07,Ktedonobacteraceae,Chloroflexi,Ktedonobacteria,Ktedonobacterales
bacteria and archaea,1355,3.32,3.57,3.74,-0.07,0.05,0.07,-0.24,NA,NA,Actinobacteria,Acidimicrobiia,IMCC26256
bacteria and archaea,1336,NA,3.57,3.64,0.18,0.34,0.07,0.15,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1498,3.28,3.65,3.25,0.05,0.2,0.07,-0.04,Angustibacter,Kineosporiaceae,Actinobacteria,Actinobacteria,Kineosporiales
bacteria and archaea,908,4.83,4.96,4.67,0.07,0.24,0.07,-0.18,NA,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,347,3.05,3.32,2.61,0.03,0.11,0.07,-0.03,NA,NA,Proteobacteria,Gammaproteobacteria,R7C24
bacteria and archaea,366,NA,NA,NA,0.15,0.21,0.07,-0.2,Roseisolibacter,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,696,3.33,3.78,3.59,0.19,0.41,0.07,-0.06,Belnapia,Acetobacteraceae,Proteobacteria,Alphaproteobacteria,Acetobacterales
bacteria and archaea,216,3.78,4.96,3.69,-0.03,0.06,0.07,0.15,Dactylosporangium,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,599,3.53,4.25,4.06,0.17,0.23,0.06,0.13,NA,NA,Proteobacteria,Alphaproteobacteria,Elsterales
bacteria and archaea,1211,4.14,NA,4.6,-0.02,0.07,0.06,-0.12,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1132,3.68,3.86,3.43,-0.02,0.05,0.06,-0.25,NA,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,418,3.93,3.76,3.72,-0.18,-0.04,0.06,-0.28,NA,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,761,3.01,3.26,3.39,0.2,0.24,0.06,0.01,Lysobacter,Xanthomonadaceae,Proteobacteria,Gammaproteobacteria,Xanthomonadales
bacteria and archaea,962,3.44,3.37,3.21,-0.12,-0.11,0.06,-0.11,NA,NA,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,507,4.38,5,4.2,-0.04,0.14,0.06,-0.19,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,931,3.73,3.95,3.88,-0.08,-0.01,0.06,0.08,Ferruginibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,47,3.45,3.33,3.23,-0.25,-0.35,0.06,-0.17,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1429,3.81,3.69,4.04,0.09,0.21,0.06,-0.2,Xylophilus,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,552,3.52,3,3.35,0.01,0.2,0.06,-0.2,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,973,4.24,4.23,4.11,-0.06,0.01,0.06,-0.2,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,842,3.7,4.06,3.6,-0.02,0.09,0.06,-0.2,Ellin6055,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1012,3.39,3.7,4.33,-0.03,0.12,0.06,-0.28,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,380,3.6,3.12,2.89,0.06,0.15,0.06,-0.22,Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcota,Myxococcia,Myxococcales
bacteria and archaea,255,NA,4.2,NA,0,NA,0.06,0.09,NA,Mitochondria,Proteobacteria,Alphaproteobacteria,Rickettsiales
bacteria and archaea,256,NA,3.78,NA,0.06,0.09,0.06,NA,NA,Mitochondria,Proteobacteria,Alphaproteobacteria,Rickettsiales
bacteria and archaea,1150,2.73,3.19,2.99,-0.26,-0.15,0.06,-0.4,Bryobacter,Bryobacteraceae,Acidobacteria,Acidobacteriae,Bryobacterales
bacteria and archaea,1268,4.28,4.49,4.57,-0.03,0.06,0.06,-0.18,Conexibacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1451,3.88,4.01,3.51,-0.19,-0.2,0.06,-0.22,Collimonas,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,603,3.63,3.68,3.64,-0.05,0.04,0.06,-0.26,NA,NA,Proteobacteria,Alphaproteobacteria,Elsterales
bacteria and archaea,395,4.52,4.3,4.39,-0.22,-0.25,0.06,-0.05,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,218,NA,3.26,NA,0.04,0.11,0.06,-0.2,Luedemannella,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,1,2.41,2.74,1.99,-0.17,-0.11,0.06,-0.17,NA,A4b,Chloroflexi,Anaerolineae,SBR1031
bacteria and archaea,661,3.37,3.13,3.22,-0.31,-0.37,0.06,-0.34,Afipia,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1397,NA,3.99,NA,-0.01,0.06,0.06,0.06,Solirubrobacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,196,3.45,3.95,3.7,-0.04,0.14,0.06,-0.27,NA,NA,Actinobacteria,MB-A2-108,NA
bacteria and archaea,544,3.68,NA,NA,0.04,0.09,0.06,-0.01,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1492,4.42,4.18,4.26,-0.09,0.04,0.06,-0.1,Nakamurella,Nakamurellaceae,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,1255,2.97,3.31,3.11,0.18,0.31,0.06,0.13,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1363,3.78,3.52,3.31,-0.26,-0.31,0.06,-0.28,NA,NA,Acidobacteria,Acidobacteriae,Subgroup 2
bacteria and archaea,913,3.14,3.6,3.15,0.01,0.14,0.06,-0.09,Flavitalea,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
